,isin,company_name,industry_rating,market_cap
0,INE466L01038,360 One WAM Limited,Capital Markets,Mid Cap
1,US88579Y1010,3M CO,Industrial Conglomerates,Unknown
2,INE470A01017,3M India Limited,Diversified,Mid Cap
3,INE111B01023,63 Moons Technologies Limited,IT - Software,Small Cap
4,INE117A01022,ABB India Limited,Electrical Equipment,Large Cap
5,INE012A01025,ACC Limited,Cement & Cement Products,Mid Cap
6,INE982B01027,ADF Foods Limited,Food Products,Small Cap
7,INE14LE01019,ADITYA BIRLA LIFESTYLE BRANDS LIMITED,Retailing,Small Cap
8,US00130H1059,AES Corp/VA,Independent Power Producers & Energy Traders,Unknown
9,US0010551028,AFLAC INC,Life & Health Insurance,Unknown
10,INE321D01016,AG Ventures  Limited,Chemicals & Petrochemicals,Small Cap
11,INE415A01038,AGI Greenpac Ltd.,Industrial Products,Small Cap
12,INE583L01014,AGS Transact Technologies Limited,Financial Technology (Fintech),Small Cap
13,INE212H01026,AIA Engineering Limited,Industrial Products,Mid Cap
14,HK0000069689,AIA Group Ltd,Life & Health Insurance,Unknown
15,US0311001004,AMETEK Inc,Electrical Components & Equipment,Unknown
16,US8318652091,AO Smith Corp,Building Products,Unknown
17,INE702C01027,APL Apollo Tubes Limited,Industrial Products,Mid Cap
18,US0394831020,ARCHER-DANIELS-MIDLAND CO,Agricultural Products & Services,Unknown
19,INE491J01022,ASK Automotive Ltd.,Auto Components,Small Cap
20,KYG0535Q1331,ASM Pacific Technology ORD SHS,Semiconductor Materials & Equipment,Unknown
21,USN070592100,ASML Holding NV,Semiconductor Materials & Equipment,Unknown
22,US00206R1023,AT&T Inc.,Telecommunication Services,Unknown
23,INE949L01017,AU Small Finance Bank Limited,Banks,Mid Cap
24,INE699H01024,AWL Agri Business Limited,Agricultural Food & other Products,Mid Cap
25,INE883F01010,Aadhar Housing Finance Limited,Finance,Small Cap
26,INE767A01016,Aarti Drugs Ltd.,Pharmaceuticals & Biotechnology,Small Cap
27,INE769A01020,Aarti Industries Limited,Chemicals & Petrochemicals,Small Cap
28,INE0LRU01027,Aarti Pharmalabs Limited,Pharmaceuticals & Biotechnology,Small Cap
29,INE216P01012,Aavas Financiers Limited,Finance,Small Cap
30,US00287Y1091,AbbVie Inc,Biotechnology,Unknown
31,INE358A01014,Abbott India Limited,Pharmaceuticals & Biotechnology,Mid Cap
32,US0028241000,Abbott Laboratories,Health Care Equipment,Unknown
33,INE793A01012,Accelya Solutions India Limited,IT - Software,Small Cap
34,IE00B4BNMY34,Accenture Plc,It Consulting & Other Services,Unknown
35,TW0002345006,Accton Technology Corporation,Communications Equipment,Unknown
36,INE622W01025,Acme Solar Holdings Ltd,Power,Small Cap
37,INE731H01025,Action Construction Equipment Limited,"Agricultural, Commercial & Construction Vehicles",Small Cap
38,INE00FF01025,Acutaas Chemicals Limited,Pharmaceuticals & Biotechnology,Small Cap
39,INE931S01010,Adani Energy Solutions Limited,Power,Large Cap
40,INE423A01024,Adani Enterprises Limited,Metals & Minerals Trading,Large Cap
41,INE364U01010,Adani Green Energy Limited,Power,Large Cap
42,INE742F01042,Adani Ports and Special Economic Zone Limited,Transport Infrastructure,Large Cap
43,INE814H01011,Adani Power Limited,Power,Large Cap
44,INE674K01013,Aditya Birla Capital Limited,Finance,Mid Cap
45,INE647O01011,Aditya Birla Fashion and Retail Limited,Retailing,Small Cap
46,INE055A01016,Aditya Birla Real Estate Limited,"Paper, Forest & Jute Products",Small Cap
47,INE404A01024,Aditya Birla Sun Life AMC Limited,Capital Markets,Small Cap
48,INE819V01029,Aditya Infotech Limited,Industrial Manufacturing,Unknown
49,INE679V01027,Aditya Vision Limited,Retailing,Small Cap
50,US00724F1012,Adobe Inc,Application Software,Unknown
51,INE045A01017,Ador Welding Ltd.,Industrial Products,Small Cap
52,KYG0097V1086,Advanced Energy Solution Holding Co Ltd,Electrical Components & Equipment,Unknown
53,INE837H01020,Advanced Enzyme Technologies Ltd.,Pharmaceuticals & Biotechnology,Small Cap
54,US0079031078,Advanced Micro Devices Inc,Semiconductors,Unknown
55,INE28GN01010,Advent Hotels International Private Ltd.,Leisure Services,Unknown
56,INE208C01025,Aegis Logistics Limited,Gas,Small Cap
57,INE0INX01018,Aegis Vopak Terminals Limited,Oil,Small Cap
58,INE024001021,Aeroflex Industries Limited,Industrial Products,Small Cap
59,INE0BWX01014,Aether Industries Limited,Chemicals & Petrochemicals,Small Cap
60,INE101I01011,Afcons Infrastructure Limited,Construction,Small Cap
61,INE00WC01027,Affle 3i Limited,IT - Services,Small Cap
62,US00846U1016,Agilent Technologies Co Ltd,Technology,Unknown
63,INE758C01029,Ahluwalia Contracts (India) Limited,Construction,Small Cap
64,US0091581068,Air Products & Chemicals Inc,Industrial Gases,Unknown
65,US0090661010,Airbnb INC,Hotels,Unknown
66,INE031B01049,Ajanta Pharma Limited,Pharmaceuticals & Biotechnology,Mid Cap
67,INE274Y01021,Ajax Engineering Limited,"Agricultural, Commercial & Construction Vehicles",Small Cap
68,JP3119600009,Ajinomoto Co Inc,Packaged Foods & Meats,Unknown
69,US00971T1016,Akamai Technologies Inc,Internet Services & Infrastructure,Unknown
70,INE09XN01023,Akums Drugs and Pharmaceuticals Limited,Pharmaceuticals & Biotechnology,Small Cap
71,INE133A01011,AkzoNobel India Ltd.,Consumer Durables,Small Cap
72,US0126531013,Albemarle Corp,Specialty Chemicals,Unknown
73,CH0432492467,Alcon Inc,Health Care Supplies,Unknown
74,INE426A01027,Alembic Limited,Commercial Services & Supplies,Small Cap
75,INE901L01018,Alembic Pharmaceuticals Limited,Pharmaceuticals & Biotechnology,Small Cap
76,US0152711091,Alexandria Real Estate Equities Inc,Health Care REITs,Unknown
77,KYG017191142,Alibaba Group HoldingLtd.,Broadline Retail,Unknown
78,BMG0171K1018,Alibaba Health Information Technology Ltd.,Drug Retail,Unknown
79,INE062D01024,Alicon Castalloy Limited,Auto Components,Small Cap
80,US0162551016,Align Technology Inc,Health Care Supplies,Unknown
81,INE03Q201024,Alivus Life Sciences Limited,Pharmaceuticals & Biotechnology,Small Cap
82,INE540L01014,Alkem Laboratories Limited,Pharmaceuticals & Biotechnology,Mid Cap
83,INE150B01039,Alkyl Amines Chemicals Limited,Chemicals & Petrochemicals,Small Cap
84,INE418H01029,Allcargo Logistics Ltd.,Transport Services,Small Cap
85,IE00BFRT3W74,Allegion plc,Construction,Unknown
86,US0188021085,Alliant Energy Corp,Electric Utilities,Unknown
87,INE552Z01027,Allied Blenders And Distillers Ltd.,Beverages,Small Cap
88,US0200021014,Allstate Corp/The,Property & Casualty Insurance,Unknown
89,US02043Q1076,Alnylam Pharmaceuticals Inc,Biotechnology,Unknown
90,INE270A01029,Alok Industries Limited,Textiles & Apparels,Small Cap
91,US02079K1079,Alphabet Inc,Interactive Media & Services,Unknown
92,US02079K3059,Alphabet Inc A,Interactive Media & Services,Unknown
93,US02209S1033,Altria Group Inc,Tobacco,Unknown
94,INE885A01032,Amara Raja Energy & Mobility Ltd,Auto Components,Small Cap
95,US0231351067,Amazon Com Inc,Broadline Retail,Unknown
96,INE371P01015,Amber Enterprises India Limited,Consumer Durables,Small Cap
97,INE079A01024,Ambuja Cements Limited,Cement & Cement Products,Large Cap
98,JE00BJ1F3079,Amcor PLC,Paper & Plastic Packaging Products & Materials,Unknown
99,KYG0260P1028,Amer Sports Incorporation,"Apparel, Accessories and Luxury Goods",Unknown
100,US0236081024,Ameren Corp,Multi-Utilities,Unknown
101,US0255371017,American Electric Power Co Inc,Electric Utilities,Unknown
102,US0258161092,American Express Co,Consumer Finance,Unknown
103,US0268747849,American International Group Inc,Property & Casualty Insurance,Unknown
104,US03027X1000,American Tower Corp,Telecom Tower REITs,Unknown
105,US0304201033,American WaterWorks Co Inc,Water Utilities,Unknown
106,US03076C1062,Ameriprise Financial Inc,Asset Management & Custody Banks,Unknown
107,US0311621009,Amgen Inc,Biotechnology,Unknown
108,US0320951017,Amphenol Corp,Electronic Components,Unknown
109,INE098F01031,Amrutanjan Health Care Ltd.,Pharmaceuticals & Biotechnology,Small Cap
110,LU2428739630,Amundi Funds US Pioneer Fund -I15 USD CAP,Mutual Fund/ETF,Unknown
111,US0326541051,Analog Devices Inc,Semiconductors,Unknown
112,INE463V01026,Anand Rathi Wealth Limited,Capital Markets,Small Cap
113,INE242C01024,Anant Raj Limited,Realty,Small Cap
114,INE435A01051,Andhra Paper Ltd,"Paper, Forest & Jute Products",Small Cap
115,INE449C01025,Andrew Yule & Company Limited,Agricultural Food & other Products,Small Cap
116,INE732I01013,Angel One Limited,Capital Markets,Small Cap
117,KYG040111059,Anta Sports Products Limited,"Apparel, Accessories and Luxury Goods",Unknown
118,INE0CZ201020,Anthem Biosciences Limited,Pharmaceuticals & Biotechnology,Unknown
119,INE930P01018,Anupam Rasayan India Ltd,Chemicals & Petrochemicals,Small Cap
120,IE00BLP1HW54,Aon plc,Insurance Brokers,Unknown
121,US03743Q1085,Apa Corporation,Oil & Gas Exploration & Production,Unknown
122,INE372A01015,Apar Industries Limited,Electrical Equipment,Small Cap
123,INE116A01032,Apcotex Industries Ltd.,Industrial Products,Small Cap
124,INE988S01028,Apeejay Surrendra Park Hotels Ltd.,Leisure Services,Small Cap
125,US03769M1062,Apollo Global Management Inc,Diversified Financial Services,Unknown
126,INE437A01024,Apollo Hospitals Enterprise Limited,Healthcare Services,Large Cap
127,INE713T01028,Apollo Micro Systems Limited,Aerospace & Defense,Small Cap
128,INE126J01016,Apollo Pipes Limited,Industrial Products,Small Cap
129,INE438A01022,Apollo Tyres Limited,Auto Components,Small Cap
130,US0378331005,Apple Inc,"Technology Hardware, Storage & Peripherals",Unknown
131,US0382221051,Applied Material (US),Semiconductor Equipment,Unknown
132,US03831W1080,Applovin Corporation - A,Software,Unknown
133,JE00BTDN8H13,Aptiv PLC,Automotive Parts & Equipment,Unknown
134,INE852O01025,Aptus Value Housing Finance India Limited,Finance,Small Cap
135,BMG0450A1053,Arch Capital Group Ltd,Property & Casualty Insurance,Unknown
136,INE128X01021,Archean Chemical Industries Limited,Chemicals & Petrochemicals,Small Cap
137,US04016X1019,Argenx SE,Biotechnology,Unknown
138,US0404132054,Arista Networks Inc,Communications Equipment,Unknown
139,US0420682058,Arm Holdings Plc,Semiconductors,Unknown
140,INE025R01021,Artemis Medicare Services Limited,Healthcare Services,Small Cap
141,US3635761097,Arthur J Gallagher & Co,Insurance Brokers,Unknown
142,INE955V01021,Arvind Fashions Limited,Retailing,Small Cap
143,INE034A01011,Arvind Limited,Textiles & Apparels,Small Cap
144,INE034S01021,Arvind Smartspaces Ltd.,Realty,Small Cap
145,INE439A01020,Asahi India Glass Limited,Auto Components,Small Cap
146,INE348A01023,Ashapura Minechem Limited,Minerals & Mining,Small Cap
147,INE365D01021,Ashiana Housing Limited,Realty,Small Cap
148,INE208A01029,Ashok Leyland Limited,"Agricultural, Commercial & Construction Vehicles",Mid Cap
149,INE442H01029,Ashoka Buildcon Ltd.,Construction,Small Cap
150,INE021A01026,Asian Paints Limited,Consumer Durables,Large Cap
151,TW0005274005,Aspeed Technology Inc,Semiconductors,Unknown
152,US04621X1081,Assurant Inc,Property & Casualty Insurance,Unknown
153,INE563J01010,Astec LifeSciences Ltd.,Fertilizers & Agrochemicals,Small Cap
154,INE914M01019,Aster DM Healthcare Limited,Healthcare Services,Small Cap
155,INE386C01029,Astra Microwave Products Ltd.,Aerospace & Defense,Small Cap
156,INE203A01020,AstraZeneca Pharma India Limited,Pharmaceuticals & Biotechnology,Small Cap
157,INE006I01046,Astral Limited,Industrial Products,Mid Cap
158,US0463531089,Astrazeneca PLC - Spons ADR,Healthcare Services,Unknown
159,TW0002357001,Asustek Computer Inc,"Technology Hardware, Storage & Peripherals",Unknown
160,INE0LEZ01016,Ather Energy Limited,Automobiles,Small Cap
161,US0494681010,Atlassian Corporation Plc,Application Software,Unknown
162,US0495601058,Atmos Energy Corp,Gas Utilities,Unknown
163,INE100A01010,Atul Limited,Chemicals & Petrochemicals,Small Cap
164,INE132H01018,Aurionpro Solutions Ltd.,IT - Software,Small Cap
165,INE406A01037,Aurobindo Pharma Limited,Pharmaceuticals & Biotechnology,Mid Cap
166,INE206F01022,Authum Investment And Infrastructure Limited,Finance,Mid Cap
167,US0527691069,Autodesk,Application Software,Unknown
168,US0530151036,Automatic Data Processing Inc,Data Processing & Outsourced Services,Unknown
169,INE449A01011,Automotive Axles Ltd,Auto Components,Small Cap
170,US0533321024,Autozone Inc,Automotive Retail,Unknown
171,INE0LCL01028,Avalon Technologies Limited,Electrical Equipment,Small Cap
172,US0534841012,AvalonBay Communities Inc,Multi-Family Residential REITs,Unknown
173,INE871C01038,Avanti Feeds Ltd.,Food Products,Small Cap
174,INE192R01011,Avenue Supermarts Limited,Retailing,Large Cap
175,US0536111091,Avery Dennison Corp,Paper & Plastic Packaging Products & Materials,Unknown
176,INE108V01019,Awfis Space Solutions Limited,Commercial Services & Supplies,Small Cap
177,INE238A01034,Axis Bank Limited,Banks,Large Cap
178,INE555B01013,Axiscades Technologies Ltd.,Aerospace & Defense,Small Cap
179,US05464C1018,Axon Enterprise Inc,Aerospace & Defense,Unknown
180,INE02IJ01035,Azad Engineering Ltd,Electrical Equipment,Small Cap
181,INE411U01027,BAJAJ HEALTHCARE LIMITED,Pharmaceuticals & Biotechnology,Small Cap
182,INE373A01013,BASF India Limited,Chemicals & Petrochemicals,Small Cap
183,INE0N7W01012,BEML Land Assets Limited,Finance,Small Cap
184,INE258A01016,BEML Limited,"Agricultural, Commercial & Construction Vehicles",Small Cap
185,INE878K01010,BF Investment Limited,Finance,Small Cap
186,INE243D01012,BF Utilities Limited,Transport Infrastructure,Small Cap
187,INE00E101023,BIKAJI FOODS INTERNATIONAL LIMITED,Food Products,Small Cap
188,INE153T01027,BLS International Services Limited,Leisure Services,Small Cap
189,HK2388011192,BOC Hong Kong Holdings Ltd,Diversified Banks,Unknown
190,INE118H01025,BSE Limited,Capital Markets,Mid Cap
191,US1011211018,BXP Inc.,Office REITs,Unknown
192,CNE100000296,BYD Co Ltd.,Automobiles & Components,Unknown
193,HK0285041858,BYD Electronic International Co. Ltd.,Communications Equipment,Unknown
194,INE01FR01028,Baazar Style Retail Limited,Retailing,Small Cap
195,KYG070341048,Baidu Inc,Interactive Media & Services,Unknown
196,INE917I01010,Bajaj Auto Limited,Automobiles,Large Cap
197,INE933K01021,Bajaj Consumer Care Ltd.,Personal Products,Small Cap
198,INE193E01025,Bajaj Electricals Ltd.,Consumer Durables,Small Cap
199,INE296A01032,Bajaj Finance Limited,Finance,Large Cap
200,INE918I01026,Bajaj Finserv Limited,Finance,Large Cap
201,INE306A01021,Bajaj Hindusthan Sugar Ltd.,Agricultural Food & other Products,Small Cap
202,INE118A01012,Bajaj Holdings & Investment Limited,Finance,Large Cap
203,INE377Y01014,Bajaj Housing Finance Limited,Finance,Large Cap
204,INE0KQN01018,Bajel Projects Limited,Electrical Equipment,Small Cap
205,US05722G1004,Baker Hughes Co,Oilfield Services & Equipment,Unknown
206,INE050E01027,Balaji Amines Ltd.,Chemicals & Petrochemicals,Small Cap
207,INE787D01026,Balkrishna Industries Limited,Auto Components,Mid Cap
208,US0584981064,Ball Corp,"Metal, Glass & Plastic Containers",Unknown
209,INE164A01016,Balmer Lawrie & Company Limited,Diversified,Small Cap
210,INE119A01028,Balrampur Chini Mills Limited,Agricultural Food & other Products,Small Cap
211,INE011E01029,Balu Forge Industries Ltd.,Industrial Products,Small Cap
212,INE213C01025,Banco Products (I) Ltd.,Auto Components,Small Cap
213,INE545U01014,Bandhan Bank Limited,Banks,Small Cap
214,CNE1000001Z5,Bank Of China Ltd,Diversified Banks,Unknown
215,US0605051046,Bank of America Corp,Other Bank,Unknown
216,INE028A01039,Bank of Baroda,Banks,Large Cap
217,INE084A01016,Bank of India,Banks,Mid Cap
218,INE457A01014,Bank of Maharashtra,Banks,Mid Cap
219,INE459A01010,Bannari Amman Sugars Limited,Agricultural Food & other Products,Small Cap
220,INE0B9K01025,Bansal Wire Industries Limited,Industrial Products,Small Cap
221,INE382M01027,Barbeque Nation Hospitality,Leisure Services,Small Cap
222,INE176A01028,Bata India Limited,Consumer Durables,Small Cap
223,US0718131099,Baxter International Inc,Health Care Equipment,Unknown
224,JP3835250006,BayCurrent Consulting Inc,Research & Consulting Services,Unknown
225,INE462A01022,Bayer Cropscience Limited,Fertilizers & Agrochemicals,Small Cap
226,US0758871091,Becton Dickinson and Co,Health Care Equipment,Unknown
227,INE894V01022,Belrise Industries Limited,Auto Components,Small Cap
228,INE083K01017,Bengal And Assam Company Limited,Miscellaneous,Small Cap
229,INE463A01038,Berger Paints (I) Limited,Consumer Durables,Mid Cap
230,US0846707026,Berkshire Hathaway Inc,Multi-Sector Holdings,Unknown
231,US0865161014,Best Buy Co Inc,Computer & Electronics Retail,Unknown
232,INE922A01025,Bhansali Engineering Polymers Ltd.,Chemicals & Petrochemicals,Small Cap
233,INE464A01036,Bharat Bijlee Ltd.,Electrical Equipment,Small Cap
234,INE171Z01026,Bharat Dynamics Limited,Aerospace & Defense,Mid Cap
235,INE263A01024,Bharat Electronics Limited,Aerospace & Defense,Large Cap
236,INE465A01025,Bharat Forge Limited,Auto Components,Mid Cap
237,INE257A01026,Bharat Heavy Electricals Limited,Electrical Equipment,Mid Cap
238,INE029A01011,Bharat Petroleum Corporation Limited,Petroleum Products,Large Cap
239,INE397D01024,Bharti Airtel Limited,Telecom - Services,Large Cap
240,IN9397D01014,Bharti Airtel Ltd. - PARTLY PAID UP SHARES,Telecom - Services,Unknown
241,INE343G01021,Bharti Hexacom Limited,Telecom - Services,Mid Cap
242,KYG1098A1013,Bilibili Inc,Interactive Home Entertainment,Unknown
243,US09073M1045,Bio Techne Ord,Life Sciences Tools & Services,Unknown
244,US0905722072,Bio-Rad Laboratories Inc,Biotechnology,Unknown
245,INE376G01013,Biocon Limited,Pharmaceuticals & Biotechnology,Mid Cap
246,US09062X1037,Biogen Inc,Biotechnology,Unknown
247,US09075V1026,Biontech SE,Biotechnology,Unknown
248,INE340A01012,Birla Corporation Ltd.,Cement & Cement Products,Small Cap
249,INE557A01011,Birlanu Ltd,Consumer Durables,Small Cap
250,INE836A01035,Birlasoft Limited,IT - Software,Small Cap
251,KYG114741062,Bizlink Holding Inc,Electrical Components & Equipment,Unknown
252,INE676A01027,Black Box Limited,IT - Services,Small Cap
253,US09290D1019,Blackrock Inc,Asset Management & Custody Banks,Unknown
254,US09260D1072,Blackstone Inc,Asset Management & Custody Banks,Unknown
255,INE416D01022,Bliss GVS Pharma Limited,Pharmaceuticals & Biotechnology,Small Cap
256,US8522341036,Block Inc,Transaction & Payment Processing Services,Unknown
257,INE233B01017,Blue Dart Express Limited,Transport Services,Small Cap
258,INE0KBH01020,Blue Jet Healthcare Ltd.,Pharmaceuticals & Biotechnology,Small Cap
259,INE472A01039,Blue Star Limited,Consumer Durables,Mid Cap
260,INE0U4101014,Bluspring Enterprises limited,Commercial Services & Supplies,Small Cap
261,US0970231058,Boeing Co,Aerospace & Defense,Unknown
262,INE050A01025,Bombay Burmah Trading Corporation Limited,Food Products,Small Cap
263,INE032A01023,Bombay Dyeing & Mfg Company Ltd.,Textiles & Apparels,Small Cap
264,US09857L1089,Booking Holdings Inc,"Hotels, Resorts & Cruise Lines",Unknown
265,INE02PY01013,Borosil Ltd.,Consumer Durables,Small Cap
266,INE666D01022,Borosil Renewables Ltd.,Industrial Products,Small Cap
267,INE323A01026,Bosch Limited,Auto Components,Mid Cap
268,US1011371077,Boston Scientific Corp,Health Care Equipment,Unknown
269,INE02RE01045,Brainbees Solutions Ltd,Retailing,Small Cap
270,JP3830800003,Bridgestone Corp,Tires & Rubber,Unknown
271,INE791I01019,Brigade Enterprises Limited,Realty,Small Cap
272,INE03NU01014,Brigade Hotel Ventures Limited,Leisure Services,Unknown
273,US1101221083,Bristol-Myers Squibb Co,Pharmaceuticals,Unknown
274,INE216A01030,Britannia Industries Limited,Food Products,Large Cap
275,US11135F1012,Broadcom Inc,Semiconductors,Unknown
276,US11133T1034,Broadridge Financial Solutions Inc,Data Processing & Outsourced Services,Unknown
277,US1152361010,Brown & Brown Inc,Insurance Brokers,Unknown
278,US1156372096,Brown-Forman Corp,Beverages,Unknown
279,KYG1674K1013,Budweiser Brewing Company APAC Limited,Brewers,Unknown
280,US12008R1077,Builders Firstsource Inc,Building Products,Unknown
281,CH1300646267,Bunge Global SA,Agricultural Products & Services,Unknown
282,INE0BV301023,C.E. Info Systems Limited,IT - Software,Small Cap
283,US1273871087,CADENCE DESIGN SYSTEM COM,Application Software,Unknown
284,US14149Y1082,CARDINAL HEALTH INC,Health Care Distributors,Unknown
285,INE752H01013,CARE Ratings Ltd.,Capital Markets,Small Cap
286,US12504L1098,CBRE Group Inc,Real Estate Services,Unknown
287,INE421D01022,CCL Products (India) Limited,Agricultural Food & other Products,Small Cap
288,US12514G1085,CDW Corporation,Technology Distributors,Unknown
289,INE482A01020,CEAT Limited,Auto Components,Small Cap
290,INE486A01021,CESC Limited,Power,Small Cap
291,US1252691001,CF Industries Holdings Inc Ord Shs,Fertilizers & Agricultural Chemicals,Unknown
292,INE067A01029,CG Power and Industrial Solutions Limited,Electrical Equipment,Large Cap
293,US12541W2098,CH Robinson Worldwide Inc,Air Freight & Logistics,Unknown
294,IL0010824113,CHECK POINT SOFTWARE T ORD,Systems Software,Unknown
295,INE536H01010,CIE Automotive India Limited,Auto Components,Small Cap
296,KYG2177B1014,CK Asset Holdings Limited,Real Estate Development,Unknown
297,KYG217651051,CK Hutchison Holdings Limited,Industrial Conglomerates,Unknown
298,BMG2178K1009,CK Infrastructure Holdings Ltd,Electric Utilities,Unknown
299,HK0002007356,CLP Holdings Ltd,Electric Utilities,Unknown
300,US1258961002,CMS Energy Corp,Multi-Utilities,Unknown
301,INE925R01014,CMS Info Systems Ltd,Commercial Services & Supplies,Small Cap
302,INE552D01024,CONFIDENCE PETROLEUM INDIA LIMITED,Gas,Small Cap
303,INE007A01025,CRISIL Limited,Finance,Mid Cap
304,INE679A01013,CSB Bank Ltd,Banks,Small Cap
305,HK1093012172,CSPC Pharmaceutical Group Limited,Pharmaceuticals,Unknown
306,US1264081035,CSX Corp,Railroads,Unknown
307,US1266501006,CVS Health Corp,Health Care Services,Unknown
308,US12769G1004,Caesars Entertainment Inc.,Casinos & Gaming,Unknown
309,US1331311027,Camden Property Trust,Multi-Family Residential REITs,Unknown
310,INE052I01032,Camlin Fine Sciences Ltd.,Chemicals & Petrochemicals,Small Cap
311,US1344291091,Campbell Soup Co,Packaged Foods & Meats,Unknown
312,INE278Y01022,Campus Activewear Limited,Consumer Durables,Small Cap
313,INE477A01020,Can Fin Homes Limited,Finance,Small Cap
314,CA13646K1084,Canadian Pacific Kansas City Limited,Rail Transportation,Unknown
315,INE476A01022,Canara Bank,Banks,Mid Cap
316,INE068L01024,Cantabil Retail India Limited,Textiles & Apparels,Small Cap
317,INE264T01014,Capacit'e Infraprojects Limited,Construction,Small Cap
318,INE0Z8Z23013,Capital Infra Trust,Construction,Unknown
319,US14040H1059,Capital One Financial Corp,Consumer Finance,Unknown
320,INE475E01026,Caplin Point Laboratories Limited,Pharmaceuticals & Biotechnology,Small Cap
321,INE180C01042,Capri Global Capital Limited,Finance,Small Cap
322,INE290S01011,CarTrade Tech Limited,Retailing,Small Cap
323,INE120A01034,Carborundum Universal Limited,Industrial Products,Small Cap
324,US1431301027,Carmax Inc,Automotive Retail,Unknown
325,PA1436583006,Carnival Corp,"Hotels, Resorts & Cruise Lines",Unknown
326,INE0V7W01012,Carraro India Limited,Auto Components,Small Cap
327,US14448C1045,Carrier Global Corp,Building Products,Unknown
328,INE482D01024,Carysil Limited,Consumer Durables,Small Cap
329,US1475281036,Casey'S General Store,Food Retail,Unknown
330,INE172A01027,Castrol India Limited,Petroleum Products,Small Cap
331,US1491231015,Caterpillar Inc.,Construction,Unknown
332,US12503M1080,Cboe Global Markets Inc,Financial Exchanges & Data,Unknown
333,INE0AG901020,Ceigall India Ltd,Construction,Small Cap
334,INE0LMW01024,Cello World Limited,Consumer Durables,Small Cap
335,US03073E1055,Cencora Inc,Health Care Distributors,Unknown
336,US15135B1017,Centene Corp,Managed Health Care,Unknown
337,US15189T1079,CenterPoint Energy Inc,Multi-Utilities,Unknown
338,INE483A01010,Central Bank of India,Banks,Mid Cap
339,INE736A01011,Central Depository Services (India) Limited,Capital Markets,Small Cap
340,INE320B01020,Centum Electronics Ltd.,Industrial Manufacturing,Small Cap
341,INE485A01015,Century Enka Ltd.,Textiles & Apparels,Small Cap
342,INE348B01021,Century Plyboards (India) Limited,Consumer Durables,Small Cap
343,INE739E01017,Cera Sanitaryware Limited,Consumer Durables,Small Cap
344,INE427F01016,Chalet Hotels Limited,Leisure Services,Small Cap
345,INE085A01013,Chambal Fertilizers & Chemicals Limited,Fertilizers & Agrochemicals,Small Cap
346,US1598641074,Charles River Laboratories International Inc,Life Sciences Tools & Services,Unknown
347,US8085131055,Charles Schwab Corp,Finance,Unknown
348,US16119P1084,Charter Communications Inc,Cable & Satellite,Unknown
349,INE488A01050,Chemplast Sanmar Limited,Chemicals & Petrochemicals,Small Cap
350,TW0008210006,Chenbro Micom Co Ltd,"Technology Hardware, Storage & Peripherals",Unknown
351,INE178A01016,Chennai Petroleum Corporation Limited,Petroleum Products,Small Cap
352,US1667641005,Cheveron Corp,Integrated Oil & Gas,Unknown
353,CNE1000002H1,China Construct BK-H,Diversified Banks,Unknown
354,KYG211501005,China Hongqiao Group Limited,Aluminum,Unknown
355,CNE1000002L3,China Life Insurance Co Ltd,Life & Health Insurance,Unknown
356,KYG210961051,China Mengniu Dairy Co,Packaged Foods & Meats,Unknown
357,CNE1000002M1,China Merchants Bank Co. Ltd. - H Shares,Diversified Banks,Unknown
358,HK0941009539,China Mobile Ltd,Wireless Telecommunication Services,Unknown
359,HK0688002218,China Overseas Land & Investment Ltd,Real Estate Development,Unknown
360,CNE1000002Q2,China Petroleum -H-,Integrated Oil & Gas,Unknown
361,HK0291001490,China Resources Beer (Holdings) Company Limited,Brewers,Unknown
362,KYG2108Y1052,China Resources Land Ltd,Real Estate Development,Unknown
363,KYG2122G1064,China Resources Mixc Lifestyle Services Limited,Real Estate Operating Companies,Unknown
364,HK0836012952,China Resources Power Holdings Co Limited,Independent Power Producers & Energy Traders,Unknown
365,CNE1000002R0,China Shenhua - H,Coal & Consumable Fuels,Unknown
366,HK0000049939,China Unicom Hong Kong Ltd,Integrated Telecommunication Services,Unknown
367,US1696561059,Chipotle Mexican Grill Inc,Restaurants,Unknown
368,INE102B01014,Choice International Ltd.,Finance,Small Cap
369,INE149A01033,Cholamandalam Financial Holdings Limited,Finance,Mid Cap
370,INE121A01024,Cholamandalam Investment and Finance Company Ltd,Finance,Large Cap
371,INE121A08PJ0,Cholamandalam Investment and Finance Company Ltd (CCD),Finance,Unknown
372,KYG211461085,Chow Tai Fook Jewellery Group Limited,Other Specialty Retail,Unknown
373,TW0002360005,Chroma Ate,Electronic Equipment & Instruments,Unknown
374,CH0044328745,Chubb Ltd,Property & Casualty Insurance,Unknown
375,US1713401024,Church & Dwight Co Inc,Household Products,Unknown
376,INE675C01017,Cigniti Technologies Ltd,It - Services,Small Cap
377,US1720621010,Cincinnati Financial Corp,Property & Casualty Insurance,Unknown
378,US1729081059,Cintas Corporation,Diversified Support Services,Unknown
379,INE059A01026,Cipla Limited,Pharmaceuticals & Biotechnology,Large Cap
380,US17275R1023,Cisco Systems Inc,Communications Equipment,Unknown
381,HK0267001375,Citic Ltd,Industrial Conglomerates,Unknown
382,US1729674242,Citigroup Inc,Diversified Banks,Unknown
383,US1746101054,Citizens Financial Group Inc,Regional Banks,Unknown
